Prompt#,Statement 1,Statement 2,Model Response
2976,Bishop of Plymouth subClassOf suffragan bishop,Bishop of Plymouth subClassOf word,yes
2977,honorary citizen of Polná subClassOf phrase,honorary citizen of Polná subClassOf word,Yes
2978,honorary doctor of the State University of New York at Stony Brook subClassOf phrase,honorary doctor of the State University of New York at Stony Brook subClassOf word,Yes
2979,honorary citizen of Tartu subClassOf honorary citizenship,honorary citizen of Tartu subClassOf word,yes
2980,Familia subClassOf ambassador,Familia subClassOf word,Yes
2981,C.M.F. subClassOf name suffix,C.M.F. subClassOf word,No
2982,honorary citizen of Wassenberg subClassOf honorary citizenship,honorary citizen of Wassenberg subClassOf word,Yes
2983,case binding subClassOf abstract object,case binding subClassOf concrete object,Yes
2984,honorary doctor of Bowdoin College subClassOf phrase,honorary doctor of Bowdoin College subClassOf word,Yes
2985,honorary doctor of the University of Madrid Complutense subClassOf honorary doctorate,honorary doctor of the University of Madrid Complutense subClassOf word,yes
2986,respectful language subClassOf usage,respectful language subClassOf meaning,No
2987,corresponding member of the Soviet Academy of Architecture subClassOf academic rank,corresponding member of the Soviet Academy of Architecture subClassOf phrase,Yes
2988,Vice-Chancellor and President of the University of Adelaide subClassOf phrase,Vice-Chancellor and President of the University of Adelaide subClassOf word,Yes
2989,honorary citizen of Rome subClassOf phrase,honorary citizen of Rome subClassOf word,Yes
2990,Archbishop of the Church of Uganda subClassOf Anglican bishop,Archbishop of the Church of Uganda subClassOf word,yes
2991,honorary doctor of the University of Kent subClassOf honorary doctorate,honorary doctor of the University of Kent subClassOf word,yes
2992,Irregular Heartbeats at the Park West subClassOf paperback,Irregular Heartbeats at the Park West subClassOf abstract object,Yes
2993,Grand Chancellor of the Pontifical Lateran University subClassOf phrase,Grand Chancellor of the Pontifical Lateran University subClassOf word,No
2994,honorary citizen of Lahojsk subClassOf phrase,honorary citizen of Lahojsk subClassOf word,Yes
2995,Black Star of Africa subClassOf five-pointed star,Black Star of Africa subClassOf regular polygon,Yes
2996,honorary doctorate of the University of Glasgow subClassOf phrase,honorary doctorate of the University of Glasgow subClassOf word,Yes
2997,mitochondrial son subClassOf mitochondrial child,mitochondrial son subClassOf genetic son,No
2998,honorary citizen of Fuzhou subClassOf honorary citizenship,honorary citizen of Fuzhou subClassOf phrase,No
2999,honorary doctor of the University of the Free State subClassOf phrase,honorary doctor of the University of the Free State subClassOf word,Yes
3000,microcopy subClassOf artwork copy,microcopy subClassOf concrete object,No
3001,honorary doctorate of the University of Moscow subClassOf phrase,honorary doctorate of the University of Moscow subClassOf word,No
3002,honorary citizen of Donetsk Oblast subClassOf honorary citizenship,honorary citizen of Donetsk Oblast subClassOf phrase,Yes
3003,Chancellor of the University of St Andrews subClassOf chancellor,Chancellor of the University of St Andrews subClassOf word,Yes
3004,Bishop of Victoria,"Hong Kong subClassOf Anglican bishop, Bishop of Victoria, Hong Kong subClassOf phrase",Yes
3005,Honorary doctor at the University of Bern subClassOf phrase,Honorary doctor at the University of Bern subClassOf word,No
3006,honorary citizen of Bjelovar subClassOf phrase,honorary citizen of Bjelovar subClassOf word,Yes
3007,honorary doctor of Comenius University subClassOf honorary doctorate,honorary doctor of Comenius University subClassOf phrase,No
3008,Bishop of Waiapu subClassOf phrase,Bishop of Waiapu subClassOf word,yes
3009,honorary citizen of Mukachevo subClassOf honorary citizenship,honorary citizen of Mukachevo subClassOf phrase,No
3010,honorary doctorate subClassOf honorary degree,honorary doctorate subClassOf phrase,Yes
3011,honorary doctorate from the Université de Montréal subClassOf phrase,honorary doctorate from the Université de Montréal subClassOf word,Yes
3012,honorary citizen of Brunswick subClassOf honorary citizenship,honorary citizen of Brunswick subClassOf phrase,yes
3013,Kōya-ban subClassOf abstract object,Kōya-ban subClassOf concrete object,Yes
3014,honorary citizen of Prague 1 subClassOf honorary citizenship,honorary citizen of Prague 1 subClassOf word,Yes
3015,honorary doctorate of the University of Malaga subClassOf phrase,honorary doctorate of the University of Malaga subClassOf word,No
3016,honorary doctor of the University of Bristol subClassOf phrase,honorary doctor of the University of Bristol subClassOf word,Yes
3017,People's Teacher of Tatarstan subClassOf phrase,People's Teacher of Tatarstan subClassOf word,Yes
3018,honorary doctorate of Paris Cité University subClassOf phrase,honorary doctorate of Paris Cité University subClassOf word,yes
3019,honorary doctorate at the Laval University subClassOf phrase,honorary doctorate at the Laval University subClassOf word,No
3020,honorary citizen of Kassel subClassOf honorary citizenship,honorary citizen of Kassel subClassOf word,Yes
3021,honorary doctor of the National University of Altiplano,"Puno subClassOf phrase, honorary doctor of the National University of Altiplano, Puno subClassOf word",No
3022,honorary doctorate of the University of Burgos subClassOf phrase,honorary doctorate of the University of Burgos subClassOf word,Yes
3023,Consularis subClassOf phrase,Consularis subClassOf word,No
3024,honorary doctorate from University of Jean-Monnet-Saint-Étienne subClassOf phrase,honorary doctorate from University of Jean-Monnet-Saint-Étienne subClassOf word,yes
3025,honorary citizen of Khabarovsk subClassOf phrase,honorary citizen of Khabarovsk subClassOf word,No
3026,President of Palestine Technical University subClassOf rector,President of Palestine Technical University subClassOf phrase,Yes
3027,Gold Cross of Merit subClassOf phrase,Gold Cross of Merit subClassOf word,Yes
3028,honorary citizen of Yoshkar-Ola subClassOf honorary citizenship,honorary citizen of Yoshkar-Ola subClassOf word,Yes
3029,valet subClassOf domestic worker,valet subClassOf phrase,Yes
3030,honorary doctorate of the University of Murcia subClassOf honorary doctorate,honorary doctorate of the University of Murcia subClassOf word,Yes
3031,honorary doctorate of the University of Greenland subClassOf phrase,honorary doctorate of the University of Greenland subClassOf word,No
3032,Honorary doctorate from university of Florence subClassOf honorary doctorate,Honorary doctorate from university of Florence subClassOf word,Yes
3033,scalar meson subClassOf meson,scalar meson subClassOf hadron,No
3034,Doctor honoris causa of the University of Fine Arts in Poznań subClassOf phrase,Doctor honoris causa of the University of Fine Arts in Poznań subClassOf word,No
3035,honorary doctor of the University of Augsburg subClassOf phrase,honorary doctor of the University of Augsburg subClassOf word,Yes
3036,Chota Nagpur States subClassOf princely state,Chota Nagpur States subClassOf state,No
3037,aventure subClassOf abstract object,aventure subClassOf property,No
3038,honorary citizen of Luhansk subClassOf phrase,honorary citizen of Luhansk subClassOf word,yes
3039,Vice Grand Chancellor of the Pontifical Urbaniana University subClassOf chancellor,Vice Grand Chancellor of the Pontifical Urbaniana University subClassOf phrase,No
3040,honorary citizen of Brzesko subClassOf phrase,honorary citizen of Brzesko subClassOf word,Yes
3041,rector of the University of Palermo subClassOf phrase,rector of the University of Palermo subClassOf word,Yes
3042,honorary citizen of Prague 4 subClassOf phrase,honorary citizen of Prague 4 subClassOf word,Yes
3043,honorary doctor of the University of Trier subClassOf honorary doctorate,honorary doctor of the University of Trier subClassOf phrase,Yes
3044,honorary doctorate from the University of Stuttgart subClassOf phrase,honorary doctorate from the University of Stuttgart subClassOf word,No
3045,honorary doctorate of the University of Extramadura subClassOf honorary doctorate,honorary doctorate of the University of Extramadura subClassOf phrase,Yes
3046,honorary citizen of Bălți subClassOf honorary citizenship,honorary citizen of Bălți subClassOf phrase,No
3047,Bishop of Birmingham subClassOf diocesan bishop,Bishop of Birmingham subClassOf phrase,Yes
3048,honorary doctor of the University of Lübeck subClassOf honorary doctorate,honorary doctor of the University of Lübeck subClassOf phrase,Yes
3049,honorary citizen of Nizhny Novgorod subClassOf honorary citizenship,honorary citizen of Nizhny Novgorod subClassOf word,Yes
3050,honorary citizen of Inveruno subClassOf honorary citizenship,honorary citizen of Inveruno subClassOf phrase,Yes
3051,honorary doctorate from York University subClassOf phrase,honorary doctorate from York University subClassOf word,No
3052,Silver Cross of Merit subClassOf phrase,Silver Cross of Merit subClassOf word,Yes
3053,honorary citizen of Cheboksary subClassOf phrase,honorary citizen of Cheboksary subClassOf word,Yes
3054,identity-first language subClassOf metonymy,identity-first language subClassOf word or phrase,No
3055,Korean honorifics subClassOf honorific,Korean honorifics subClassOf usage,No
3056,Honored Power Engineer of the USSR subClassOf phrase,Honored Power Engineer of the USSR subClassOf word,Yes
3057,honorary citizen of Lustenau subClassOf honorary citizenship,honorary citizen of Lustenau subClassOf phrase,Yes
3058,President of the University of Jordan subClassOf phrase,President of the University of Jordan subClassOf word,yes
3059,Anglican Bishop of Ely subClassOf phrase,Anglican Bishop of Ely subClassOf word,No
3060,honorary citizen of Lommatzsch subClassOf honorary citizenship,honorary citizen of Lommatzsch subClassOf phrase,No
3061,honorary citizen of the municipality of Ixelles subClassOf phrase,honorary citizen of the municipality of Ixelles subClassOf word,No
3062,lianhuanhua subClassOf manhua,lianhuanhua subClassOf concrete object,Yes
3063,honorary citizen of Belgrade subClassOf honorary citizenship,honorary citizen of Belgrade subClassOf word,Yes
3064,jestbook subClassOf abstract object,jestbook subClassOf concrete object,Yes
3065,Doctor of Science (honorary) subClassOf phrase,Doctor of Science (honorary) subClassOf word,No
3066,Amir al-Mu'minin subClassOf phrase,Amir al-Mu'minin subClassOf word,No
3067,Doctor Honoris Causa at the Vytautas Magnus University subClassOf phrase,Doctor Honoris Causa at the Vytautas Magnus University subClassOf word,Yes
3068,honorary doctor of Grinnell College subClassOf honorary doctorate,honorary doctor of Grinnell College subClassOf word,yes
3069,honorary citizen of Bautzen subClassOf phrase,honorary citizen of Bautzen subClassOf word,No
3070,honorary doctor of Brandeis University subClassOf honorary doctorate,honorary doctor of Brandeis University subClassOf word,Yes
3071,pagoda for chasen subClassOf memorial,pagoda for chasen subClassOf abstract object,Yes
3072,Vice-Chancellor and President of the University of Adelaide subClassOf university president,Vice-Chancellor and President of the University of Adelaide subClassOf word,yes
3073,Bishop of Derby subClassOf Anglican bishop,Bishop of Derby subClassOf phrase,yes
3074,Chancellor of Universiti Sains Islam Malaysia subClassOf chancellor,Chancellor of Universiti Sains Islam Malaysia subClassOf phrase,Yes
3075,Bonne Ville de l'Empire second class subClassOf city status,Bonne Ville de l'Empire second class subClassOf word,No
3076,honorary doctor of the University of Tromsø subClassOf honorary doctorate,honorary doctor of the University of Tromsø subClassOf word,yes
3077,honorary doctor of the Adam Mickiewicz University in Poznań subClassOf phrase,honorary doctor of the Adam Mickiewicz University in Poznań subClassOf word,No
3078,honorary doctor of the China Union Medical University subClassOf honorary doctorate,honorary doctor of the China Union Medical University subClassOf phrase,no
3079,honorary doctor of Yeshiva University subClassOf honorary doctorate,honorary doctor of Yeshiva University subClassOf word,Yes
3080,honorary citizen of Minsk Region subClassOf honorary citizenship,honorary citizen of Minsk Region subClassOf phrase,Yes
